x,y,z,i,Timestamp,Id. Packet
4.66322708129883,2.06557726860046,-0.310449033975601,36,3408285717360,7644
4.63385725021362,2.04838466644287,-0.46188747882843,37,3408285764880,7644
3.64050531387329,1.60697531700134,-0.447564899921417,61,3408285798144,7644
3.59756255149841,1.58266007900238,-0.64112114906311,76,3408285876552,7644
NaN,NaN,NaN,NaN,NaN,NaN
3.18341398239136,1.39787805080414,-0.664357960224152,35,3408285919320,7644
3.15237164497375,1.38282346725464,-0.711664319038391,40,3408285943080,7644
NaN,NaN,NaN,NaN,NaN,NaN
4.51170825958252,1.9778892993927,-1.06494438648224,11,3408285957336,7644
4.21734619140625,1.84503412246704,-1.14125955104828,9,3408286004856,7644
4.179274559021,1.82479083538055,-1.27012884616852,25,3408286050000,7644
4.18828153610229,1.82834482192993,-1.28766775131226,26,3408286054752,7644
3.58744525909424,1.56151700019836,-1.28275012969971,4,3408286121280,7644
NaN,NaN,NaN,NaN,NaN,NaN
3.42490553855896,1.49030339717865,-1.24328589439392,5,3408286128408,7644
2.90173196792603,1.26107680797577,-1.1170574426651,7,3408286156920,7644
2.05931782722473,0.891987025737762,-0.916165888309479,16,3408286232952,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.7878839969635,0.773121297359467,-0.850505948066711,18,3408286270968,7644
1.12129890918732,0.483605086803436,-0.588864922523499,65,3408286330368,7644
-1.22243762016296,-0.437479376792908,-0.11015797406435,29,3408290445600,7644
-1.29252517223358,-0.461183309555054,-0.0645541176199913,117,3408290505000,7644
-1.28186249732971,-0.455304592847824,0.0138789927586913,85,3408290595288,7644
-1.26648533344269,-0.448443353176117,0.0663496404886246,99,3408290657064,7644
-1.19450867176056,-0.419616043567657,0.189670860767365,22,3408290813880,7644
-1.19589197635651,-0.420051366090775,0.191839456558228,29,3408290816256,7644
-1.41379308700562,-0.475999802350998,1.19191980361938,32,3408291643104,7644
NaN,NaN,NaN,NaN,NaN,NaN
-1.27410399913788,-0.42760169506073,1.16282391548157,36,3408291704880,7644
-1.16708970069885,-0.390725404024124,1.13144767284393,38,3408291752400,7644
NaN,NaN,NaN,NaN,NaN,NaN
-1.05906271934509,-0.353688925504684,1.09028577804565,82,3408291799920,7644
-1.12244117259979,-0.373291254043579,1.27967214584351,42,3408291880704,7644
NaN,NaN,NaN,NaN,NaN,NaN
-1.38129842281342,-0.457350969314575,1.75611138343811,18,3408291966240,7644
-2.84343361854553,-0.939618110656738,3.79685759544373,53,3408292004256,7644
-2.30007648468018,-0.75699245929718,3.40517139434814,73,3408292082664,7644
-2.33571219444275,-0.767027318477631,3.66347503662109,64,3408292125432,7644
-2.00122308731079,-0.654300451278687,3.53775691986084,87,3408292210968,7644
-1.88126039505005,-0.613733351230621,3.53986144065857,65,3408292253736,7644
-1.74083566665649,-0.566615998744965,3.50679922103882,69,3408292298880,7644
NaN,NaN,NaN,NaN,NaN,NaN
-1.72493577003479,-0.561305165290833,3.50034236907959,69,3408292303632,7644
-1.64149725437164,-0.533509790897369,3.4570779800415,91,3408292327392,7644
-1.49008619785309,-0.483022481203079,3.41603541374207,89,3408292379664,7644
-0.930027842521667,-0.300159364938736,2.4883439540863,69,3408292467576,7644
-0.777705907821655,-0.249960824847221,2.46484732627869,71,3408292553112,7644
-0.615850806236267,-0.197096034884453,2.41806268692017,70,3408292645776,7644
-0.460127234458923,-0.146682262420654,2.36943316459656,43,3408292740816,7644
-0.0816624462604523,-0.0265373252332211,3.07783079147339,35,3408293014056,7644
0.0504546985030174,0.0146706458181143,3.03818368911743,36,3408293085336,7644
0.098573811352253,0.0295923110097647,3.03865146636963,39,3408293111472,7644
0.102429792284966,0.0307908300310373,3.02328300476074,38,3408293113848,7644
0.280898749828339,0.0857422724366188,2.96853518486023,22,3408293213640,7644
0.399255067110062,0.121835991740227,2.94540023803711,27,3408293280168,7644
NaN,NaN,NaN,NaN,NaN,NaN
0.526289463043213,0.160271480679512,2.92411470413208,42,3408293351448,7644
NaN,NaN,NaN,NaN,NaN,NaN
0.567619144916534,0.172704637050629,2.91148233413696,48,3408293375208,7644
NaN,NaN,NaN,NaN,NaN,NaN
0.676779985427856,0.205387681722641,2.88772773742676,55,3408293436984,7644
0.717537462711334,0.217523768544197,2.87334966659546,65,3408293460744,7644
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
0.890470027923584,0.268656194210052,2.8207585811615,82,3408293560536,7644
1.02570700645447,0.308258920907974,2.7885160446167,88,3408293636568,7644
1.20070242881775,0.359043210744858,2.75466275215149,46,3408293731608,7644
1.26168310642242,0.37655445933342,2.72880887985229,81,3408293767248,7644
1.4193115234375,0.421680152416229,2.69565200805664,79,3408293850408,7644
1.46933722496033,0.43591371178627,2.68396592140198,79,3408293876544,7644
1.26393008232117,0.372496277093887,1.95036125183105,24,3408293995344,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.2866348028183,0.378933966159821,1.95341062545776,25,3408294007224,7644
1.43227231502533,0.419559448957443,1.91526460647583,24,3408294102264,7644
1.47398889064789,0.43113586306572,1.90485346317291,20,3408294128400,7644
1.58347284793854,0.461458593606949,1.88354635238647,23,3408294192552,7644
1.6156884431839,0.470396250486374,1.88131940364838,24,3408294209184,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.68214631080627,0.488537192344666,1.85457730293274,18,3408294251952,7644
1.68600523471832,0.489590644836426,1.85321116447449,14,3408294254328,7644
1.72969567775726,0.5015869140625,1.84456288814545,18,3408294278088,7644
2.49394083023071,0.720215260982513,2.42880320549011,26,3408294349368,7644
2.65773463249207,0.764748156070709,2.3915274143219,31,3408294411144,7644
2.77140808105469,0.795455455780029,2.35978126525879,29,3408294453912,7644
2.87738728523254,0.824140846729279,2.33871960639954,30,3408294489552,7644
3.02067041397095,0.862752676010132,2.30567646026611,29,3408294537072,7644
3.18525815010071,0.906815946102142,2.25845336914062,26,3408294591720,7644
3.47271966934204,0.983762681484222,2.19197630882263,27,3408294674880,7644
3.83204674720764,1.07953464984894,2.10828804969788,20,3408294767544,7644
4.27352666854858,1.19667029380798,2.00179529190063,18,3408294867336,7644
1.242879986763,0.344821751117706,0.437943547964096,25,3408295019400,7644
1.23711454868317,0.343172281980515,0.433751493692398,25,3408295021776,7644
1.32646465301514,0.363459020853043,0.277750462293625,26,3408295221360,7644
1.32355892658234,0.362609416246414,0.274988085031509,33,3408295223736,7644
1.27357625961304,0.346600383520126,0.172515735030174,21,3408295330656,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.25826346874237,0.341212511062622,0.122661367058754,22,3408295387680,7644
1.28160095214844,0.346970677375793,0.102757073938847,24,3408295413816,7644
1.24041211605072,0.33396190404892,0.0276189465075731,20,3408295501728,7644
1.24197340011597,0.333778828382492,0.00439660437405109,22,3408295530240,7644
1.222571849823,0.327574521303177,-0.0338170677423477,24,3408295577760,7644
1.21977210044861,0.325391441583633,-0.0890228003263474,41,3408295646664,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.22343730926514,0.324881732463837,-0.146980375051498,44,3408295717944,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.21915066242218,0.323397487401962,-0.15995255112648,37,3408295734576,7644
1.2252631187439,0.324422717094421,-0.184073090553284,34,3408295763088,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.23151302337646,0.325678020715714,-0.200701504945755,33,3408295782096,7644
1.26286637783051,0.331919997930527,-0.287238538265228,31,3408295877136,7644
NaN,NaN,NaN,NaN,NaN,NaN
4.32351303100586,1.12985575199127,-1.24767458438873,40,3408295965048,7644
4.23892307281494,1.10258102416992,-1.43914878368378,46,3408296036328,7644
2.60433554649353,0.674019873142242,-1.03001248836517,9,3408296112360,7644
2.20008683204651,0.567426264286041,-0.957418918609619,12,3408296164632,7644
1.94171154499054,0.499680548906326,-0.895107984542847,20,3408296197896,7644
1.72303867340088,0.443266719579697,-0.800723433494568,9,3408296202648,7644
1.54496276378632,0.395753294229507,-0.797278583049774,19,3408296266800,7644
1.37124013900757,0.350300878286362,-0.753406763076782,22,3408296307192,7644
-1.17987215518951,-0.224298253655434,-0.120430923998356,29,3408300334512,7644
NaN,NaN,NaN,NaN,NaN,NaN
-1.55384910106659,-0.264848262071609,1.23229098320007,18,3408301539144,7644
-1.47305154800415,-0.250345766544342,1.21598625183105,42,3408301570032,7644
-1.28241527080536,-0.216383695602417,1.16692495346069,39,3408301646064,7644
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
-1.1012122631073,-0.18417826294899,1.12689638137817,64,3408301738728,7644
-1.07269132137299,-0.177704781293869,1.24593245983124,48,3408301838520,7644
-1.28578746318817,-0.205412551760674,2.51293778419495,65,3408302216304,7644
NaN,NaN,NaN,NaN,NaN,NaN
-1.16450607776642,-0.18506908416748,2.48250007629395,141,3408302270952,7644
-1.06867301464081,-0.168696537613869,2.57153296470642,51,3408302342232,7644
-0.897049248218536,-0.140482917428017,2.53435873985291,61,3408302427768,7644
-0.707075536251068,-0.109794400632381,2.45349669456482,70,3408302522808,7644
-0.690882980823517,-0.107192017138004,2.45213389396667,68,3408302532312,7644
-0.541315376758575,-0.0834009200334549,2.40936398506165,53,3408302617848,7644
-0.5194091796875,-0.079954132437706,2.39512395858765,45,3408302629728,7644
-0.414397060871124,-0.0635141879320145,2.36666989326477,40,3408302693880,7644
-0.079550139605999,-0.0127950729802251,3.07563161849976,34,3408302929104,7644
0.088669590651989,0.0119020622223616,3.02619385719299,39,3408303017016,7644
0.115557707846165,0.0158038977533579,3.02058219909668,38,3408303031272,7644
0.292794078588486,0.0412074364721775,2.98127937316895,23,3408303126312,7644
0.379734963178635,0.0534651279449463,2.95650553703308,22,3408303173832,7644
0.564403474330902,0.0790449231863022,2.90422320365906,46,3408303276000,7644
0.624602735042572,0.0872507244348526,2.88984060287476,50,3408303309264,7644
0.672244071960449,0.093700185418129,2.88013124465942,59,3408303335400,7644
NaN,NaN,NaN,NaN,NaN,NaN
0.788412988185883,0.109253361821175,2.85239863395691,64,3408303399552,7644
NaN,NaN,NaN,NaN,NaN,NaN
0.956918120384216,0.131391003727913,2.81180191040039,85,3408303492216,7644
1.12568056583405,0.153059631586075,2.76646542549133,87,3408303584880,7644
0.971854984760284,0.130736261606216,2.02263331413269,75,3408303682296,7644
1.07237839698792,0.143102020025253,1.99632620811462,65,3408303753576,7644
1.10284447669983,0.146807953715324,1.98811209201813,68,3408303774960,7644
1.16312491893768,0.154113098978996,1.97607672214508,70,3408303815352,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.23014211654663,0.162093371152878,1.95316660404205,73,3408303862872,7644
1.23275256156921,0.162392154335976,1.9508011341095,72,3408303865248,7644
1.27686631679535,0.167687803506851,1.94848144054413,69,3408303891384,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.28044438362122,0.168063595890999,1.94117987155914,74,3408303896136,7644
1.43709242343903,0.186449974775314,1.91091334819794,22,3408303993552,7644
1.556236743927,0.200117573142052,1.87980461120605,21,3408304067208,7644
1.58507573604584,0.203354224562645,1.86831450462341,22,3408304086216,7644
1.67750537395477,0.213899627327919,1.85488092899323,24,3408304136112,7644
2.48179507255554,0.312651932239532,2.4244236946106,26,3408304233528,7644
2.66096544265747,0.332231342792511,2.37368893623352,25,3408304304808,7644
2.70638370513916,0.337190955877304,2.36328554153442,25,3408304321440,7644
3.0143187046051,0.370344460010529,2.28337430953979,22,3408304430736,7644
3.03169178962708,0.372364819049835,2.28932690620422,21,3408304433112,7644
NaN,NaN,NaN,NaN,NaN,NaN
3.0341956615448,0.372558116912842,2.28402042388916,21,3408304435488,7644
3.32665872573853,0.403579890727997,2.20941781997681,25,3408304528152,7644
3.44617605209351,0.416259288787842,2.18500423431396,14,3408304561416,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.47288167476654,0.17640608549118,0.851533651351929,11,3408304625568,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.47771966457367,0.176818057894707,0.84539657831192,14,3408304632696,7644
1.46169972419739,0.173133194446564,0.744658887386322,12,3408304708728,7644
1.50084161758423,0.176520258188248,0.702613890171051,16,3408304761000,7644
1.51086223125458,0.177470117807388,0.696170926094055,15,3408304770504,7644
1.38428020477295,0.156514421105385,0.362203329801559,23,3408305046120,7644
1.36166632175446,0.152613192796707,0.299479275941849,22,3408305107896,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.35864222049713,0.151758119463921,0.277284145355225,23,3408305131656,7644
1.34831392765045,0.150399550795555,0.266667276620865,25,3408305141160,7644
1.35729193687439,0.150317713618279,0.22379457950592,31,3408305191056,7644
1.3417592048645,0.1469646692276,0.154838472604752,40,3408305267088,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.33474028110504,0.145535677671432,0.12742768228054,41,3408305297976,7644
1.33865487575531,0.145147293806076,0.0951035618782043,47,3408305335992,7644
1.32627832889557,0.142542526125908,0.0438210442662239,21,3408305395392,7644
1.3310821056366,0.141433849930763,-0.0205919854342937,22,3408305471424,7644
1.33596670627594,0.141493946313858,-0.0388962775468826,30,3408305492808,7644
1.31185364723206,0.138038486242294,-0.0740385726094246,30,3408305535576,7644
1.31796228885651,0.137220993638039,-0.132644683122635,42,3408305604480,7644
1.3197683095932,0.136500805616379,-0.169272005558014,39,3408305647248,7644
1.3177078962326,0.134926587343216,-0.22407166659832,32,3408305711400,7644
1.32694268226624,0.133890256285667,-0.307126998901367,43,3408305804064,7644
1.31963872909546,0.132495686411858,-0.332905262708664,42,3408305834952,7644
1.33646309375763,0.133723646402359,-0.356566846370697,47,3408305856336,7644
1.34139144420624,0.132054150104523,-0.450820833444595,52,3408305956128,7644
1.33735036849976,0.13098818063736,-0.478902846574783,46,3408305987016,7644
1.3419291973114,0.131023898720741,-0.498924762010574,44,3408306006024,7644
1.31533920764923,0.12695974111557,-0.555757343769073,56,3408306074928,7644
1.31504571437836,0.126880764961243,-0.557975590229034,58,3408306077304,7644
1.31721210479736,0.125261634588242,-0.645465493202209,19,3408306162840,7644
1.31422567367554,0.124419532716274,-0.671286106109619,23,3408306188976,7644
-3.17261791229248,-0.0291384626179934,3.31345248222351,12,3408311675160,7644
-2.26591062545776,-0.0153364632278681,2.8939311504364,19,3408311831976,7644
-2.2597484588623,-0.0152124240994453,2.89503407478333,21,3408311834352,7644
-0.743835270404816,0.00120257004164159,2.38136434555054,52,3408312402216,7644
NaN,NaN,NaN,NaN,NaN,NaN
-0.710047483444214,0.0013262863503769,2.37333178520203,187,3408312421224,7644
-0.608788251876831,0.00170133693609387,2.44536089897156,50,3408312494880,7644
-0.537090480327606,0.00176454056054354,2.4375319480896,48,3408312537648,7644
NaN,NaN,NaN,NaN,NaN,NaN
-0.0829460173845291,-0.000311319628963247,3.06737041473389,35,3408312837024,7644
-0.0367149896919727,-0.000745974481105804,3.06768655776978,40,3408312860784,7644
0.141123577952385,-0.00272656325250864,3.01367568969727,39,3408312953448,7644
0.296984046697617,-0.00490559590980411,2.97408652305603,21,3408313036608,7644
0.376782119274139,-0.00618396047502756,2.95913052558899,22,3408313079376,7644
0.49015748500824,-0.00819162186235189,2.92882108688354,36,3408313141152,7644
0.531698763370514,-0.00898876693099737,2.90728211402893,38,3408313164912,7644
0.561424911022186,-0.00958976987749338,2.87365889549255,51,3408313183920,7644
0.73261833190918,-0.013245390728116,2.86686968803406,54,3408313274208,7644
0.633198380470276,-0.0119822658598423,2.10361623764038,81,3408313340736,7644
0.649718284606934,-0.012396827340126,2.10102152824402,79,3408313352616,7644
0.662896633148193,-0.0127322226762772,2.09874057769775,83,3408313362120,7644
0.725382685661316,-0.0143770147114992,2.08663868904114,82,3408313407264,7644
0.746356725692749,-0.0149643160402775,2.07611465454102,91,3408313423896,7644
0.808246195316315,-0.0167172439396381,2.06097531318665,100,3408313469040,7644
0.947342932224274,-0.0209566559642553,2.02798509597778,82,3408313568832,7644
1.03015911579132,-0.0236528199166059,2.0121910572052,71,3408313625856,7644
1.09407198429108,-0.0258540268987417,1.99418032169342,73,3408313671000,7644
1.12774300575256,-0.0270499996840954,1.98407649993896,73,3408313694760,7644
1.16611325740814,-0.0284272842109203,1.97467947006226,70,3408313720896,7644
1.3035124540329,-0.0336478017270565,1.93137979507446,73,3408313815936,7644
1.3604816198349,-0.0358063019812107,1.9268673658371,78,3408313849200,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.4869099855423,-0.0410223491489887,1.8864449262619,71,3408313932360,7644
2.80746126174927,-0.105537548661232,1.51522672176361,12,3408314576256,7644
NaN,NaN,NaN,NaN,NaN,NaN
4.26119899749756,-0.16702039539814,1.95472979545593,30,3408314678424,7644
4.46408271789551,-0.177806794643402,1.91088366508484,24,3408314718816,7644
4.86102914810181,-0.199432611465454,1.80868685245514,36,3408314794848,7644
NaN,NaN,NaN,NaN,NaN,NaN
4.91314649581909,-0.20837590098381,1.5220137834549,48,3408314882760,7644
4.88372421264648,-0.209872990846634,1.39263033866882,40,3408314918400,7644
5.34616088867188,-0.237967401742935,1.17273306846619,31,3408315015816,7644
5.91724014282227,-0.268275529146194,1.09357798099518,58,3408315068088,7644
5.88074159622192,-0.270377397537231,0.931550860404968,58,3408315108480,7644
5.81305932998657,-0.273824036121368,0.652829110622406,61,3408315179760,7644
5.77191209793091,-0.275796324014664,0.489896982908249,63,3408315222528,7644
5.72501802444458,-0.278515368700027,0.286286175251007,70,3408315277176,7644
5.64221477508545,-0.282358944416046,-0.033162098377943,71,3408315365088,7644
5.60660934448242,-0.284176200628281,-0.1768748909235,64,3408315405480,7644
NaN,NaN,NaN,NaN,NaN,NaN
5.5893611907959,-0.285626083612442,-0.269286870956421,58,3408315431616,7644
1.66690516471863,-0.0867581516504288,-0.143507152795792,5,3408315491016,7644
NaN,NaN,NaN,NaN,NaN,NaN
2.47896885871887,-0.131558477878571,-0.315629750490189,4,3408315555168,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.6968948841095,-0.092112623155117,-0.299946188926697,13,3408315631200,7644
NaN,NaN,NaN,NaN,NaN,NaN
1.67271995544434,-0.0920701026916504,-0.348055869340897,119,3408315678720,7644
NaN,NaN,NaN,NaN,NaN,NaN
3.11918234825134,-0.174886465072632,-0.782905340194702,4,3408315742872,7644
3.11016750335693,-0.17686553299427,-0.886350512504578,4,3408315792768,7644
NaN,NaN,NaN,NaN,NaN,NaN
3.06418418884277,-0.179037258028984,-1.08230805397034,4,3408315890184,7644
NaN,NaN,NaN,NaN,NaN,NaN
3.04262447357178,-0.180100008845329,-1.17918968200684,9,3408315937704,7644
2.02913498878479,-0.123134903609753,-0.927223563194275,14,3408316030368,7644
1.68463253974915,-0.103713795542717,-0.84169203042984,24,3408316085016,7644
-3.51311159133911,0.492893695831299,1.96869945526123,20,3408321107880,7644
-3.47595310211182,0.491237640380859,2.13939213752747,19,3408321172032,7644
NaN,NaN,NaN,NaN,NaN,NaN
-3.42645692825317,0.488652735948563,2.36056327819824,21,3408321252816,7644
-3.39746522903442,0.48593145608902,2.42503976821899,23,3408321278952,7644
-3.33095479011536,0.480696260929108,2.64647126197815,22,3408321359736,7644
-3.26799964904785,0.475425869226456,2.85627055168152,25,3408321433392,7644
-3.2595853805542,0.475059270858765,2.91032600402832,25,3408321450024,7644
-3.21796441078186,0.471651017665863,3.07136821746826,21,3408321502296,7644
-3.16358470916748,0.466999024152756,3.28595280647278,26,3408321568824,7644
-2.57779264450073,0.38322252035141,2.91437697410583,16,3408321635352,7644
NaN,NaN,NaN,NaN,NaN,NaN
-0.832996666431427,0.127316117286682,1.3460932970047,97,3408321903840,7644
-0.876588225364685,0.138732984662056,2.61465668678284,26,3408322269744,7644
-0.518471300601959,0.0831411778926849,2.3130521774292,11,3408322433688,7644
NaN,NaN,NaN,NaN,NaN,NaN
-0.516296982765198,0.0828061625361443,2.31955146789551,42,3408322436064,7644
-0.381902813911438,0.0615908615291119,2.39827346801758,29,3408322533480,7644
-0.0783408358693123,0.0118955615907907,3.07508063316345,34,3408322744944,7644
-0.0232678316533566,0.00270934402942657,3.0502552986145,34,3408322773456,7644
0.00394472433254123,-0.00185438827611506,3.05268359184265,38,3408322787712,7644
0.111983180046082,-0.020085334777832,3.02772068977356,44,3408322844736,7644
0.160498574376106,-0.0283352732658386,3.0072979927063,35,3408322870872,7644
NaN,NaN,NaN,NaN,NaN,NaN
0.295834630727768,-0.0515777356922626,2.96669769287109,19,3408322944528,7644
0.314504146575928,-0.0548115223646164,2.97472715377808,24,3408322954032,7644
0.331589132547379,-0.0577746108174324,2.96751308441162,22,3408322963536,7644
0.387755572795868,-0.0675541162490845,2.95222330093384,27,3408322994424,7644
0.435585498809814,-0.0759270787239075,2.94297432899475,30,3408323020560,7644
0.409329205751419,-0.0715438574552536,2.16258907318115,38,3408323084712,7644
0.530695855617523,-0.0932790264487267,2.13581371307373,97,3408323175000,7644
0.592871189117432,-0.104562349617481,2.1152184009552,83,3408323222520,7644
0.646350800991058,-0.114341005682945,2.10021090507507,92,3408323262912,7644
NaN,NaN,NaN,NaN,NaN,NaN
0.717159450054169,-0.127384796738625,2.08502197265625,99,3408323315184,7644
0.78480589389801,-0.13995835185051,2.06910967826843,97,3408323365080,7644
NaN,NaN,NaN,NaN,NaN,NaN
0.865206599235535,-0.155046552419662,2.04781556129456,88,3408323424480,7644
0.968587875366211,-0.174636259675026,2.02609324455261,83,3408323498136,7644
1.09090554714203,-0.198147282004356,1.991583943367,76,3408323586048,7644
1.11139380931854,-0.202111661434174,1.98655951023102,76,3408323600304,7644
1.23411321640015,-0.22601392865181,1.95820927619934,76,3408323683464,7644
1.30660557746887,-0.240353897213936,1.92949736118317,81,3408323735736,7644
1.37351846694946,-0.253633290529251,1.90907001495361,76,3408323780880,7644
1.96550047397614,-0.364637136459351,2.54235649108887,81,3408323835528,7644
2.05963134765625,-0.383567571640015,2.51281762123108,80,3408323880672,7644
2.19901585578918,-0.411759972572327,2.47145509719849,37,3408323944824,7644
2.21836256980896,-0.415800988674164,2.45580863952637,69,3408323956704,7644
2.30603361129761,-0.433453142642975,2.44733190536499,73,3408323989968,7644
2.37534713745117,-0.44756007194519,2.43145513534546,74,3408324018480,7644
2.54343843460083,-0.482028901576996,2.38573837280273,68,3408324087384,7644
2.76551866531372,-0.527905642986298,2.32525181770325,57,3408324172920,7644
2.79609751701355,-0.534169137477875,2.32228755950928,59,3408324182424,7644
2.80828452110291,-0.536711513996124,2.31811499595642,59,3408324187176,7644
NaN,NaN,NaN,NaN,NaN,NaN
2.9691903591156,-0.57018381357193,2.27508544921875,51,3408324244200,7644
3.27898502349854,-0.634945929050446,2.19655513763428,48,3408324343992,7644
3.53672790527344,-0.689198672771454,2.1281430721283,47,3408324420024,7644
3.73810482025146,-0.731746017932892,2.07499432563782,39,3408324474672,7644
4.02843475341797,-0.793232440948486,2.00140142440796,42,3408324545952,7644
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
4.04479455947876,-0.796609818935394,2.00185537338257,39,3408324548328,7644
4.20834970474243,-0.831255376338959,1.96439528465271,44,3408324583968,7644
4.69043064117432,-0.934086322784424,1.83351922035217,35,3408324683760,7644
4.80304193496704,-0.95799845457077,1.8101863861084,33,3408324702768,7644
5.21877527236938,-1.04677724838257,1.70675218105316,31,3408324771672,7644
5.20554304122925,-1.05078256130219,1.41572260856628,50,3408324850080,7644
5.3083324432373,-1.07833349704742,1.1588419675827,29,3408324928488,7644
5.54878234863281,-1.12976670265198,1.10467457771301,25,3408324957000,7644
5.63000392913818,-1.14717972278595,1.08493995666504,25,3408324966504,7644
6.1901912689209,-1.26903390884399,0.879965305328369,58,3408325042536,7644
6.15980529785156,-1.2656843662262,0.759990870952606,60,3408325071048,7644
6.08953428268433,-1.25789475440979,0.486265599727631,64,3408325137576,7644
NaN,NaN,NaN,NaN,NaN,NaN
6.0110969543457,-1.24920439720154,0.182903230190277,74,3408325213608,7644
5.94581031799316,-1.24168241024017,-0.0572602562606335,71,3408325275384,7644
1.69942760467529,-0.357359737157822,-0.113428376615047,19,3408325363296,7644
2.17152261734009,-0.458934873342514,-0.236017763614655,14,3408325427448,7644
2.45186185836792,-0.51914644241333,-0.304794490337372,4,3408325451208,7644
2.51235747337341,-0.53225189447403,-0.324119001626968,62,3408325458336,7644
4.28253746032715,-0.913171708583832,-0.789238214492798,22,3408325541496,7644
NaN,NaN,NaN,NaN,NaN,NaN
3.38483166694641,-0.728297531604767,-0.892255008220673,4,3408325657920,7644
NaN,NaN,NaN,NaN,NaN,NaN
3.38182306289673,-0.727783799171448,-0.897034406661987,4,3408325660296,7644
3.24917316436768,-0.703736066818237,-1.05214035511017,4,3408325743456,7644
3.24261879920959,-0.704115271568298,-1.12773859500885,7,3408325776720,7644
3.21358966827393,-0.699851214885712,-1.20706009864807,60,3408325814736,7644
NaN,NaN,NaN,NaN,NaN,NaN
2.23001384735107,-0.487952500581741,-0.940892279148102,9,3408325876512,7644
NaN,NaN,NaN,NaN,NaN,NaN
